state,year,stateid,vio,mur,rap,aga,bur,auto,shall,density,rpcpi,rpcui,rpcim,pbm1019,pbm2029,pwm1019,pwm2029
Alabama,1977,1,414.4444444,14.20054201,25.17615176,278.2655827,1135.528455,280.7317073,1,74.55239868,9561.055664,75.90759277,166.6666718,2.997776031,1.980451941,6.832653999,6.281441689
Alabama,1978,1,419.0807055,13.33511491,25.49438803,281.1598076,1229.315874,302.485302,1,75.56669617,9914.110352,55.21472549,157.9754639,2.906960011,2.0254457,6.675037384,6.29957819
Alabama,1979,1,413.3191828,13.15998939,27.51392942,263.1467233,1287.264526,320.0849032,1,76.24532318,9833.333008,57.85123825,183.1955872,2.81743145,2.06893158,6.522352695,6.334568977
Alabama,1980,1,448.5343131,13.18152225,29.98861054,273.238195,1526.674066,316.2011526,1,76.70116425,9496.359375,76.45631409,192.9611664,2.758591652,2.131692648,6.372511864,6.386179924
Alabama,1981,1,470.4545455,11.87436159,26.07252298,306.052094,1450.740552,284.1930541,1,77.18657684,9525.852539,60.50605011,188.1188049,2.728555679,2.153746843,6.219542027,6.471193314
Alabama,1982,1,447.7047933,10.57570378,26.02079635,299.0869896,1256.175501,273.3198073,1,77.31924438,9483.9375,79.7927475,177.2020721,2.683188438,2.16181612,6.046262741,6.508250237
Alabama,1983,1,416.0394039,9.19424097,23.5160394,284.9456934,1073.124526,230.5127557,1,77.49329376,9811.245117,82.32931519,186.746994,2.638895035,2.166996479,5.883008957,6.541252136
Alabama,1984,1,431.1779449,9.373433584,25.11278195,300.6265664,1001.754386,233.5588972,1,77.84230042,10348.41211,55.82290649,181.9056854,2.582977772,2.156846523,5.71198082,6.537117004
Alabama,1985,1,457.5478737,9.848296444,26.83412087,315.4936583,1034.866949,258.5177816,1,78.25010681,10691.4502,48.32713699,174.7211914,2.533525944,2.130130291,5.580050468,6.475475311
Alabama,1986,1,558.006415,10.0912904,28.37404392,407.9447323,1158.993338,266.9874167,1,78.62526703,11021.89746,49.27007294,166.9708099,2.491326094,2.08922863,5.478472233,6.367772102
Alabama,1987,1,559.2211609,9.306882194,27.8471712,409.8701935,1198.310066,262.8214548,1,79.0920105,11210.3877,40.49295807,156.6901398,2.47896719,2.027414799,5.411628246,6.206445694
Alabama,1988,1,558.565544,9.886115823,29.75527017,401.1630724,1233.826024,266.7070511,1,79.26101685,11529.16309,32.96703339,161.4539337,2.473596096,1.960655689,5.368951797,6.021634102
Alabama,1989,1,590.7965032,10.22340942,30.98591549,415.6629432,1146.770277,297.4502186,1,79.38665009,11916.12891,33.87096786,169.3548431,2.467750549,1.88738656,5.303966522,5.838675499
Alabama,1990,1,708.5604146,11.55772664,32.64377181,520.6916718,1103.428784,347.7960009,1,79.61326599,11949.50293,38.25554657,179.035965,2.44625926,1.843642116,5.165606499,5.739818096
Alabama,1991,1,844.1672781,11.46979702,35.58327219,644.3629249,1268.598679,363.3651259,1,80.61101532,11994.86035,46.25550842,192.3641663,2.445841789,1.844525576,5.033946037,5.672857285
Alabama,1992,1,871.6634429,11.00096712,41.19922631,654.5938104,1186.000967,362.2582205,1,81.56163025,12305.06055,55.59515381,227.3699188,2.443329811,1.866803169,4.948917389,5.582314014
Alabama,1993,1,780.415572,11.5595892,35.13255314,574.2536422,1088.559828,337.7597325,1,82.622612,12294.80957,47.75086594,233.9100342,2.42783761,1.891982913,4.922618389,5.438702583
Alabama,1994,1,683.6691159,11.87485186,35.2453188,465.3472387,1044.418109,331.8321877,1,83.40785217,12588.39453,33.06342697,239.5411682,2.417005539,1.905094862,4.890992641,5.285349846
Alabama,1995,1,632.3536327,11.16858688,31.74229955,403.6915119,1024.829532,346.6023983,1,83.99436951,12828.74023,30.83989525,245.4068298,2.411435366,1.904717922,4.886796951,5.16579628
Alabama,1996,1,565.3873157,10.39082612,32.69365785,355.5815586,1002.129651,365.8319682,1,84.53962708,12903.12305,33.77947617,252.3900604,2.388563633,1.904156685,4.867724419,5.084580421
Alabama,1997,1,564.4593656,9.863394304,32.32229683,361.7967122,1013.799491,356.726094,1,85.12835693,13157.63281,31.15264893,250.4672852,2.375886917,1.916588306,4.840680599,5.005299568
Alabama,1998,1,512.0863971,8.134191176,33.15716912,339.8667279,964.2693015,341.7049632,1,85.73438263,13630.06152,31.28834343,247.8527679,2.347555161,1.925816774,4.778470039,4.953209877
Alabama,1999,1,490.1985463,7.894986157,34.623519,326.4633986,884.4215218,300.5586904,1,86.10531616,13782.11328,30.61224556,247.2989197,2.327876568,1.941113949,4.71465683,4.863243103
Alabama,2000,1,486.1595197,7.398079647,33.32508826,317.2179623,906.9056239,288.0304018,1,87.6400528,13976.19043,30.77816582,240.4181213,2.356805086,1.844236135,4.865143776,4.747698784
Alabama,2001,1,438.1827165,8.480811437,30.6338545,274.1159369,909.4383599,282.3729803,1,88.04260254,14156.97363,41.21965027,243.9299774,2.367114067,1.851852655,4.829894066,4.671286583
Alabama,2002,1,444.9980531,6.765059961,37.15201246,267.9678206,950.6360496,310.1210655,1,88.28805542,14320.17773,52.25125122,275.1528625,2.370800972,1.852864981,4.807850838,4.62365818
Alabama,2003,1,429.2223816,6.638947396,36.76955481,251.7471089,960.2049503,332.1027967,1,88.74922943,14489.13086,49.45652008,293.4782715,2.36905098,1.872591734,4.791283131,4.610556602
Alabama,2004,1,427.0143358,5.61279452,38.49404745,249.3936967,987.0121261,309.8969699,1,89.28600311,14958.17871,33.35097885,308.6289063,2.370258808,1.876298428,4.773911476,4.58599472
Alabama,2005,1,432.6425958,8.222803681,34.38626994,248.2890962,955.8019905,288.8974342,1,90.05606842,15197.64453,27.64976883,324.6287842,2.35506773,1.890343189,4.745235443,4.574681282
Alabama,2006,1,425.1548696,8.30609933,35.79015575,227.5044955,973.6835811,326.5471197,1,91.22223663,15480.15918,24.80158806,313.9880981,2.34416604,1.907979369,4.706608295,4.595309258
Alabama,2007,1,448.912465,8.902620244,33.44965082,246.701979,980.5631167,307.6589977,1,92.08655548,15688.08984,26.04392815,339.5356445,2.31698513,1.901819825,4.678011894,4.594015598
Alabama,2008,1,452.8196658,7.529119029,34.70687917,253.00843,1081.340226,288.8521847,1,92.98056793,15768.01074,41.33709335,420.3378601,2.294834137,1.903117418,4.651344299,4.585535049
Alabama,2009,1,450.1022361,6.838393886,31.94082113,278.2716618,1037.312146,235.5423186,1,93.76355743,15105.08691,107.2076111,407.8550415,2.254652977,1.893278122,4.62114048,4.574754715
Alabama,2010,1,383.7295976,5.746644848,28.31528643,248.0251916,887.7834898,225.268478,1,94.37664032,15459.33203,111.4392624,481.5276794,2.214473724,1.882991076,4.591258049,4.567511559
Alabama,2011,1,419.8,6.2,28.5,282.9,1064.2,222,1,94.60617828,15606.29004,119.7731781,507.168457,2.221604586,1.89135921,4.600128174,4.565974712
Alabama,2012,1,450.3,7.1,26.9,312.1,985.6,205,1,94.93535614,15735.35547,132.0041046,562.0297852,2.22410512,1.890317798,4.601479053,4.574082851
Alabama,2013,1,431,7.2,30,285.2,877.3,218.5,1,95.4460144,15959.58691,157.0381775,554.083252,2.219706297,1.88604939,4.611366272,4.582877159
Alabama,2014,1,427.4,5.7,29.6,283.4,819,209.1,1,95.54606628,15848.51367,155.3872375,573.088623,2.216660976,1.893255234,4.613936424,4.586397171
Alaska,1977,2,443.2432432,10.81081081,51.5970516,284.029484,1331.695332,753.3169533,0,0.712240815,20442.24414,412.5412598,135.3135376,0.302351356,0.69986403,7.552993298,10.20844841
Alaska,1978,2,441.9354839,12.90322581,55.58312655,282.133995,1339.205955,661.5384615,0,0.714588881,19164.11133,357.361969,134.9693298,0.299215794,0.700906157,7.304297447,9.9862957
Alaska,1979,2,491.1330049,13.30049261,71.92118227,296.3054187,1383.251232,616.0098522,0,0.711035013,18180.44141,181.8181763,166.6666718,0.295016706,0.705808878,7.064286232,9.950242996
Alaska,1980,2,435.9956559,8.860776749,56.79985096,288.5432429,1259.820694,560.9553281,0,0.703972995,18173.54297,155.3398132,201.4563141,0.296777695,0.694622934,6.873085022,9.804783821
Alaska,1981,2,615.776699,14.5631068,102.184466,384.4660194,1329.854369,690.5339806,0,0.733123362,18182.61914,182.6182556,207.9207916,0.311836898,0.67624402,6.808080673,9.411022186
Alaska,1982,2,623.7442922,18.49315068,85.38812785,386.0730594,1188.127854,594.2922374,0,0.787631392,19501.55469,177.2020721,165.8031158,0.319164783,0.664352059,6.586137772,9.086298943
Alaska,1983,2,613.7787056,13.77870564,101.4613779,401.4613779,1194.154489,643.8413361,0,0.855621517,18918.67383,183.7349396,156.6265106,0.322471678,0.648833513,6.384119987,8.676433563
Alaska,1984,2,621.6,11.6,91.6,409,1236.8,628.8,0,0.89991641,18666.98828,173.2434998,161.6939392,0.323923826,0.63052243,6.180638313,8.297433853
Alaska,1985,2,581.7658349,9.788867562,77.15930902,401.9193858,1191.746641,606.3339731,0,0.9328385,18684.01563,198.8847656,180.2973938,0.333527386,0.612405896,6.110161781,7.844278812
Alaska,1986,2,570.411985,8.61423221,72.65917603,401.1235955,1161.797753,603.7453184,0,0.95346272,17949.81836,227.1897736,184.3065643,0.338803679,0.604114175,6.035996914,7.530481339
Alaska,1987,2,455.4285714,10.0952381,64.95238095,307.2380952,970.0952381,486.2857143,0,0.944775462,16940.14063,139.0845032,189.2605591,0.349520683,0.593721628,5.998776436,7.224045753
Alaska,1988,2,522.8070175,5.653021442,57.69980507,386.5497076,842.3001949,454.9707602,0,0.949459851,16777.68359,101.437027,192.7303467,0.351489633,0.594118953,5.817014694,7.067063332
Alaska,1989,2,497.7229602,7.969639469,52.94117647,369.259962,826.9449715,455.028463,0,0.958527267,17358.87109,83.87096405,188.709671,0.358950257,0.601844788,5.697147369,7.041018009
Alaska,1990,2,524.5044478,7.45396269,72.90339119,367.4258194,894.2937189,565.4103406,0,0.964355588,17286.91602,108.645752,192.8079529,0.373517513,0.593542099,5.72317028,6.856739998
Alaska,1991,2,613.8596491,7.368421053,91.75438596,401.5789474,979.2982456,533.8596491,0,0.998070359,16954.47852,129.9559479,220.2643127,0.371350825,0.529271543,5.850092888,6.452440262
Alaska,1992,2,660.4770017,7.495741056,98.63713799,445.3151618,880.7495741,497.1039182,0,1.029277921,16896.65039,182.4661407,247.3271637,0.390581757,0.521740913,5.965867996,6.14693594
Alaska,1993,2,760.7679466,9.015025042,83.80634391,545.5759599,816.8614357,450.918197,0,1.046670079,16939.79297,177.1626282,256.747406,0.415917754,0.544227481,6.071595669,5.883485794
Alaska,1994,2,766.3366337,6.270627063,68.97689769,544.8844884,800,540.4290429,0.252054781,1.053036094,16994.60156,141.0256348,265.1821899,0.389761329,0.468845725,6.167585373,5.640467644
Alaska,1995,2,770.8609272,9.105960265,80.29801325,526.3245033,836.9205298,521.6887417,1,1.054300189,16914.69727,106.9553833,270.9973755,0.36883986,0.418561727,6.221885681,5.428664207
Alaska,1996,2,727.6771005,7.413509061,65.56836903,537.7265239,843.1630972,492.9159802,1,1.060564518,16685.15039,107.7119217,249.2033081,0.364677548,0.423859119,6.335073471,5.290138245
Alaska,1997,2,701.1494253,8.866995074,66.17405583,519.7044335,702.134647,457.1428571,1,1.067451239,16945.17188,102.180687,259.190033,0.371029794,0.402236342,6.441694736,5.258472443
Alaska,1998,2,653.9087948,6.67752443,68.56677524,492.019544,667.4267101,424.5928339,1,1.078600049,17142.94531,107.9754639,246.6257629,0.392064452,0.397103399,6.578295231,5.313025475
Alaska,1999,2,630.8313156,8.393866021,83.45439871,447.6190476,611.299435,429.0556901,1,1.086130142,17129.65234,117.6470566,228.6914825,0.394834518,0.421307504,6.712348938,5.354156494
Alaska,2000,2,566.8876369,4.306687169,79.27494529,405.1476077,621.9175285,374.8412906,1,1.096130133,17716.60938,102.7874527,254.3554077,0.334485531,0.373724133,5.735221863,4.867346287
Alaska,2001,2,589.4607263,6.1550116,79.06822594,423.1175923,607.136657,413.1748812,1,1.107986093,18210.61523,98.24957275,254.6583862,0.331537575,0.387872159,5.796147346,4.871440411
Alaska,2002,2,565.4094737,5.144337643,79.65928896,404.3761166,609.2142882,385.2017672,1,1.123062491,18440.24414,137.8543701,269.5942078,0.332224369,0.403526485,5.759593487,4.969976902
Alaska,2003,2,598.044055,6.015919047,93.3238724,429.9068304,597.581292,379.6199173,1,1.133687496,18291.84766,139.6739197,272.2826233,0.320936918,0.383705467,5.632358551,5.016239643
Alaska,2004,2,632.302301,5.625194791,84.83401875,473.8846531,573.6178364,340.5523333,1,1.152696133,18524.61523,98.99417877,274.7485352,0.32019487,0.391332448,5.472738743,5.242944717
Alaska,2005,2,632.3378861,4.824704901,81.11535116,465.433251,622.8392484,391.2534131,1,1.166088939,18899.64063,82.43727875,281.1059875,0.294776499,0.395234406,5.271341324,5.394739628
Alaska,2006,2,688.0052772,5.372709323,76.41186593,516.6755466,620.100201,378.4775234,1,1.180698514,19320.93164,70.93254089,281.7460327,0.290980935,0.383828282,5.074914932,5.469108582
Alaska,2007,2,661.3234076,6.291351002,79.73921619,490.2864467,546.3233637,355.9734183,1,1.189437032,19926.49805,64.14522552,294.1999207,0.29604587,0.402175516,4.93179512,5.514920235
Alaska,2008,2,652.0538604,3.934179716,65.13253086,489.0039677,471.6644349,237.2164659,1,1.201946855,20815.31641,74.77833557,330.2322693,0.303001642,0.417336404,4.714490414,5.650988102
Alaska,2009,2,633.3816769,3.14972805,73.44593134,463.1531928,515.4100445,241.5268736,1,1.221948504,19909.38672,143.5649719,331.8774719,0.29346326,0.349551797,4.582090378,5.279906273
Alaska,2010,2,635.3042655,4.34084907,74.63459853,473.1525486,434.785044,226.7043434,1,1.244619727,20063.19531,173.8085632,380.6361694,0.28441453,0.397757888,4.425179958,5.565090656
Alaska,2011,2,610.1,4.1,60.2,466.1,394,191.7,1,1.497412443,19882.29688,175.3320313,405.7079773,0.292789817,0.402571261,4.428609371,5.566287994
Alaska,2012,2,604.1,4.1,79.8,433.9,403.9,208.4,1,1.991009235,19957.99023,177.0052795,417.6133423,0.296757936,0.401866853,4.429983139,5.572140217
Alaska,2013,2,638.7,4.6,89.1,424.1,395.7,229.9,1,2.422228098,20084.42969,184.1585846,442.9959106,0.292880952,0.409375221,4.4391222,5.572062016
Alaska,2014,2,635.8,5.6,75.3,440.2,427.6,236,1,2.47665906,20159.14844,178.4289246,481.2938843,0.300212741,0.417086065,4.441020012,5.570770741
Arizona,1977,4,494.2073171,9.451219512,34.23344948,312.325784,2346.080139,439.5034843,0,21.38301086,10915.8418,49.50495148,95.70957184,0.335764587,0.313888371,8.373474121,8.311388969
Arizona,1978,4,552.0815633,9.388275276,44.18011895,335.5989805,2082.540357,464.4435004,0,22.17759323,11552.14746,38.34355927,82.82208252,0.323569596,0.320114255,8.102306366,8.347991943
Arizona,1979,4,592.9795918,8.93877551,45.71428571,362.6122449,1996.571429,493.2653061,0,23.23788261,11720.38574,27.54821014,89.53167725,0.312631249,0.324190497,7.879981995,8.377258301
Arizona,1980,4,650.8536447,10.27489203,45.18742839,401.7519612,2155.40719,473.3079297,0,23.94734383,11509.70898,42.47572708,106.7961197,0.31145826,0.337921798,7.641858101,8.406997681
Arizona,1981,4,575.7966344,8.127461511,38.0952381,351.9513068,2064.267812,409.9892589,0,24.75690651,11641.36426,38.50384903,105.6105576,0.306960344,0.34589085,7.434055328,8.547027588
Arizona,1982,4,516.958042,8.251748252,38.46153846,311.6083916,1883.251748,369.8251748,0,25.4595356,11276.68359,73.57512665,104.6632156,0.30139786,0.352888107,7.183269501,8.598939896
Arizona,1983,4,494.161323,7.188660142,41.88322646,312.6898414,1668.579143,357.036787,0,26.15608597,11676.70703,68.27309418,109.4377518,0.296706021,0.357940167,6.955598831,8.606866837
Arizona,1984,4,516.0825418,7.795610875,43.10514248,334.0648542,1713.953488,384.5070423,0,27.02131081,12322.42578,31.76130867,102.9836349,0.291932821,0.360041797,6.753742218,8.542604446
Arizona,1985,4,602.5101977,7.969877628,45.74835268,402.2591779,1869.626608,385.5036084,0,28.04681587,12672.8623,29.73977661,95.72490692,0.288954973,0.359473944,6.614646912,8.407148361
Arizona,1986,4,658.2755502,9.255351221,42.96050648,436.8103708,1907.68767,418.8121797,0,29.14562798,13079.37988,34.67153168,99.4525528,0.283834815,0.358587086,6.45583725,8.278394699
Arizona,1987,4,612.5812168,7.471943296,41.2285883,425.4577673,1626.077968,422.5634968,0,30.28071213,13112.67578,35.21126938,100.3521118,0.28477487,0.352331817,6.397833347,8.043581009
Arizona,1988,4,610.1269475,8.482400462,38.80553953,425.7934218,1580.294287,459.1459896,0,31.14479065,13172.44336,28.74048996,111.5807266,0.284709841,0.346121192,6.331930161,7.806849003
Arizona,1989,4,599.5500562,6.664791901,36.16422947,417.6884139,1667.154106,686.8953881,0,31.91127586,13129.83887,29.03225899,124.1935501,0.287009418,0.33866334,6.306365967,7.553929329
Arizona,1990,4,652.3741497,7.748494773,40.92514845,442.8101062,1669.909757,863.4660654,0,32.25332642,12858.4541,33.66488266,141.545517,0.293200225,0.329024613,6.310939789,7.285618782
Arizona,1991,4,670.72,7.76,42.4,454.8266667,1607.493333,861.0933333,0,33.10736465,12667.40137,44.05286407,164.4640198,0.297922015,0.330401331,6.197649956,7.073209286
Arizona,1992,4,670.8246347,8.141962422,42.98016701,466.5970772,1411.664927,821.5292276,0,34.03078079,12660.01465,61.29722214,193.870285,0.299457014,0.32567662,6.17634964,6.841122627
Arizona,1993,4,714.9898374,8.612804878,37.80487805,505.6656504,1465.54878,863.7703252,0,35.14002609,12713.49512,51.21107101,200,0.30512923,0.313167512,6.224235535,6.579973221
Arizona,1994,4,703.1411043,10.45398773,35.95092025,494.7484663,1476.245399,1066.674847,0.460273981,36.49666214,13080.29688,31.71389961,201.7543793,0.310592175,0.318186998,6.185997009,6.426572323
Arizona,1995,4,713.4898056,10.4077762,33.61782835,495.7088668,1416.832622,1157.657658,1,37.89884186,13230.9707,25.59055138,200.7873993,0.32224977,0.320740521,6.247846603,6.246731758
Arizona,1996,4,631.504065,8.514001807,31.18789521,424.028907,1256.323397,926.6937669,1,39.00230789,13485.65918,24.85659599,189.2925415,0.332783729,0.318231523,6.308473587,6.096800804
Arizona,1997,4,623.7321625,8.232711306,32.75521405,417.0581778,1318.924259,970.3841932,1,40.0573616,13851.09082,21.18379974,182.5545197,0.338583022,0.322151423,6.293232918,6.046737194
Arizona,1998,4,577.9396016,8.053116299,31.07731848,373.5703577,1209.530949,865.0888841,1,41.06992722,14553.37402,21.47239304,168.7116547,0.353246659,0.317808449,6.380615234,5.928981781
Arizona,1999,4,551.1128151,8.036277094,28.94315422,361.6115414,1034.314903,800.4257553,1,42.0471611,14755.70215,22.80912399,166.26651,0.36152783,0.31460768,6.465917587,5.837183475
Arizona,2000,4,531.7278651,6.99718865,30.73695404,347.7349379,1011.610266,842.0794943,1,45.14688492,15268.87305,21.48664284,162.0209045,0.303396702,0.296496451,6.320709229,6.524812698
Arizona,2001,4,540.3275619,7.537263288,28.60391418,337.0852574,1033.000777,983.6693885,1,46.40732956,15297.00781,31.62055397,163.7492981,0.310667902,0.305813402,6.274171829,6.482762337
Arizona,2002,4,554.4992993,7.112499713,29.55271199,370.8056698,1085.933516,1059.85435,1,47.48779297,15263.47949,51.69538498,188.4380188,0.318961948,0.310530186,6.253948212,6.438446999
Arizona,2003,4,513.2973737,7.904327879,33.26628695,335.5665001,1050.558662,1021.59405,1,48.49197006,15347.28223,50.54347992,204.3478241,0.327201605,0.314498276,6.240803719,6.362084389
Arizona,2004,4,504.4008767,7.212695599,33.03205521,329.6410952,991.048766,963.5394753,1,49.74193954,15923.76953,33.35097885,210.6934814,0.337254733,0.328338176,6.209712029,6.318391323
Arizona,2005,4,511.9765524,7.475213787,33.69725586,326.6920398,946.2108813,922.3069954,1,51.38468933,16499.23242,25.60163879,216.0778351,0.347828925,0.341081321,6.158027649,6.250097275
Arizona,2006,4,542.5604064,8.643731965,39.71575906,340.2841047,963.589617,918.7005925,1,53.05727768,17026.78516,20.83333397,208.829361,0.357298017,0.354412019,6.100438118,6.21119976
Arizona,2007,4,518.0039298,8.645230806,37.12085417,318.2012872,946.3688059,792.6477676,1,54.27645111,17093.01563,24.59704208,211.727478,0.370349884,0.370609313,6.056619644,6.133893967
Arizona,2008,4,485.6327056,7.107495485,33.84521659,293.77648,901.6058017,593.6297149,1,55.26805878,16748.02539,41.33709335,267.5299377,0.383449227,0.387605071,6.009143829,6.02243948
Arizona,2009,4,426.4546199,5.761261219,34.5524061,261.8341612,823.3751955,400.8170075,1,55.82063675,15642.98926,119.7928543,292.7233887,0.398035407,0.398997098,5.944125175,5.90277338
Arizona,2010,4,413.6495624,6.36192029,34.16413567,264.7057815,794.1797161,338.881406,1,56.2706871,15488.22363,135.7449493,346.241333,0.399717331,0.403769255,5.895071983,5.801095009
Arizona,2011,4,414.2,6.1,38.6,259,845.7,306.2,1,56.65217209,15452.18066,153.8727722,359.1964722,0.396668762,0.406504989,5.893559933,5.807417393
Arizona,2012,4,428.6,5.5,34.8,275.6,807.7,289.8,1,57.6235466,15716.83691,149.0984344,411.9359131,0.399803758,0.411648721,5.892626286,5.817111015
Arizona,2013,4,415.6,5.4,35.3,262.1,727.8,255.7,1,58.44219971,15814.95215,172.6003571,410.332489,0.397874057,0.41334337,5.896562099,5.812575817
Arizona,2014,4,399.9,4.7,36.6,252.1,647.1,261.3,1,58.88379669,15818.1582,188.432724,454.2622986,0.407255858,0.4101834,5.89932394,5.810445309
Arkansas,1977,5,322.9477612,8.768656716,27.6119403,203.358209,972.5746269,183.4421642,0,42.52593994,9334.983398,61.05610657,171.617157,1.976853013,1.201615572,7.427435875,6.589812279
Arkansas,1978,5,344.0988106,9.103385178,23.10155535,231.9304666,967.063129,199.6340348,0,43.18273163,9921.779297,50.61349869,154.9079742,1.916592717,1.21992588,7.2739048,6.579602718
Arkansas,1979,5,366.2385321,9.082568807,27.29357798,255.2752294,984.266055,193.8073394,0,43.7257309,9669.421875,52.34159851,166.6666718,1.852694988,1.235085845,7.130488873,6.564354897
Arkansas,1980,5,335.195971,9.194246853,26.66331587,218.429036,1119.027406,187.0810324,0,43.90404892,9127.426758,78.88349152,172.3300934,1.811597228,1.262709141,6.99328804,6.564418793
Arkansas,1981,5,310.331299,9.110723627,25.15257193,198.6486486,1078.116827,186.6172624,0,44.03396988,9359.736328,64.90649414,166.1166077,1.803254604,1.274122,6.852253914,6.619172096
Arkansas,1982,5,324.6617198,8.162374509,27.14971628,210.5630729,1071.453514,186.0323003,0,44.054245,9271.50293,81.86528778,150.2590637,1.77965951,1.286166906,6.678365707,6.670999527
Arkansas,1983,5,297.6804124,7.64604811,25.17182131,195.532646,961.3402062,173.6683849,0,44.27514648,9501.003906,77.30923462,154.6184692,1.740167618,1.29610467,6.480046272,6.735104084
Arkansas,1984,5,321.3707961,7.492550021,29.67220094,216.645381,885.9088974,167.6032354,0,44.54410553,10092.39648,50.04812241,150.1443634,1.703609824,1.298097134,6.300985336,6.762969017
Arkansas,1985,5,347.5625265,7.927087749,29.08011869,242.009326,941.3734633,178.3806698,0,44.68385696,10342.00781,52.97397614,144.0520477,1.677659154,1.289657474,6.184648991,6.721293449
Arkansas,1986,5,394.8145025,8.05227656,28.92074199,278.1618887,1029.890388,194.8988196,0,44.77867889,10606.75195,57.48175049,147.8102264,1.648931503,1.265954733,6.093794823,6.620811939
Arkansas,1987,5,412.0184255,7.621440536,32.62144054,292.6298157,1078.015075,206.5326633,0,44.97782135,10583.62695,56.33802795,146.1267548,1.644533873,1.228714943,6.066473007,6.46722126
Arkansas,1988,5,422.6672172,8.711808423,32.20478943,297.6465731,1091.78365,212.8819158,0,44.98360062,10866.44141,49.02789688,152.1555328,1.646728396,1.186650157,6.060072899,6.271586418
Arkansas,1989,5,473.6907731,8.437240233,38.40399002,316.2926018,1194.43059,265.6275977,0,45.0546875,11070.16113,47.58064651,158.8709717,1.648062229,1.145588636,6.029683113,6.09889555
Arkansas,1990,5,532.2187836,10.25215625,43.34832871,365.4191792,1210.860479,289.4000787,0,45.13894272,11019.12793,49.73221207,167.5592957,1.654134512,1.114068747,5.980904102,5.980734348
Arkansas,1991,5,593.2546374,11.12984823,44.60370995,401.8971332,1226.517707,341.3575042,0,45.52380753,11088.83984,61.67400742,179.8825226,1.669404268,1.111670732,5.940608978,5.884759903
Arkansas,1992,5,576.5318883,10.79616507,41.26719466,398.9578991,1092.705294,329.3038766,0,45.97377014,11549.53711,84.81824493,211.6892395,1.691117048,1.112652779,5.954058647,5.725747108
Arkansas,1993,5,593.2755776,10.18976898,42.40924092,415.80033,1099.257426,322.5247525,0,46.54304504,11551.55664,73.35639954,215.9169617,1.697127104,1.121323586,5.950754642,5.588669777
Arkansas,1994,5,595.108031,11.98532409,41.90786792,412.474521,1097.064819,314.9612719,0,47.05887222,11805.66797,49.93252182,219.9730072,1.691541433,1.110991001,5.9719944,5.474240303
Arkansas,1995,5,553.1803543,10.42673108,37.23832528,379.8309179,996.900161,325.3623188,0.432876706,47.62566757,11981.62695,47.24409485,226.3779602,1.688062787,1.114502072,6.008336067,5.371511936
Arkansas,1996,5,524.3426295,8.725099602,41.67330677,359.8406375,953.187251,312.9482072,1,48.10069275,12217.97363,51.62524033,239.0057373,1.689077854,1.129964232,6.021978378,5.311279297
Arkansas,1997,5,526.8727705,9.908838684,43.5196195,361.9104241,1013.39675,314.6254459,1,48.46841049,12365.10938,49.22118378,238.6292877,1.666041374,1.154117227,5.973438263,5.298400402
Arkansas,1998,5,490.2285264,7.919621749,35.18518519,350.9062254,928.250591,283.1757289,1,48.74099731,12759.50879,46.62576675,231.9018402,1.658969641,1.166613221,5.93821907,5.27794838
Arkansas,1999,5,425.1828329,5.604825323,27.8281537,312.4200186,850.2088875,261.192699,1,48.99391937,12938.77539,43.81752777,234.0936432,1.646525145,1.1800313,5.905761242,5.229341507
Arkansas,2000,5,445.2756789,6.284132565,31.71990723,332.4231316,802.0872297,259.2952794,1,51.34217072,13109.17578,45.29616547,232.8687592,1.536494493,1.13799715,5.769027233,5.418598175
Arkansas,2001,5,452.3698017,5.492266666,33.10203963,332.8387819,823.6915602,271.6445405,1,51.6932106,13474.87305,64.93506622,227.5550537,1.528772593,1.14643085,5.70651865,5.41850853
Arkansas,2002,5,424.9763881,5.247078264,27.86124656,298.6030947,858.3407113,251.7489029,1,51.96892548,13485.26953,82.8237915,252.3624268,1.512605429,1.163298249,5.671549797,5.42305851
Arkansas,2003,5,456.3794508,6.598787143,33.39719493,334.7418078,917.0847732,220.2161909,1,52.33169937,13808.15234,80.97826385,269.5652161,1.493238449,1.1745013,5.618250847,5.44701004
Arkansas,2004,5,502.3272727,6.4,43.01818182,366.6545455,1096.4,237.0181818,1,52.80934525,14192.69434,57.17310715,282.6892395,1.46616745,1.182462215,5.557579994,5.456659317
Arkansas,2005,5,528.5138062,6.809073577,43.30426688,387.1804959,1085.056497,262.4915877,1,53.4126091,14264.20898,50.17921066,300.5632324,1.438245416,1.189099073,5.502001762,5.458745003
Arkansas,2006,5,552.7821971,7.293110465,47.13839691,400.5518572,1133.598399,267.3547568,1,54.19358826,14575.89258,49.1071434,298.6111145,1.419432759,1.195140123,5.445429325,5.447838783
Arkansas,2007,5,537.1107702,6.984627118,45.64700753,374.947483,1130.063281,246.8959859,1,54.71000671,15121.39355,55.46392059,304.328125,1.401892185,1.183788776,5.415968895,5.420041084
Arkansas,2008,5,513.0297437,5.778545137,51.23643355,358.7600993,1187.648622,229.1455808,1,55.20750809,15262.67676,74.77833557,367.3892212,1.385397434,1.17753911,5.376069069,5.372241974
Arkansas,2009,5,515.8421153,6.194950596,47.69073699,372.804513,1202.75485,211.0090156,1,55.63558197,14770.41211,169.6677094,365.9042358,1.362897396,1.171137094,5.337914467,5.306224823
